"","area_type","size","total_sqft","bath","balcony","price"
"2087","2",5,1200,4,1,70
"2088","4",2,950,2,1,52
"2089","1",2,1554.94202937352,2,0,95.815
"2090","1",3,1571,3,2,89
"2091","1",2,1031,2,1,55
"2092","1",2,1485,2,1,90
"2093","1",2,1109,2,1,60
"2094","1",3,2200,3,2,180
"2095","1",1,950,1,1,50
"2096","2",3,1200,2,0,150
"2097","1",2,1161,2,1,55.15
"2098","1",3,2350,3,3,300
"2099","1",2,1003,2,1,40.6
"2100","2",2,1350,2,1,185
"2101","1",2,1080,2,2,37
"2102","1",2,1255,2,2,73
"2103","1",2,1250,2,0,60
"2104","2",4,1700,4,1,152
"2105","2",3,1200,2,0,66
"2106","3",2,824,2,0,60
"2107","1",3,1875,3,1,167
"2108","3",3,1320,2,1,38.12
"2109","2",5,9600,5,2,550
"2110","1",3,1330,2,1,47
"2111","1",3,1220,3,2,56
"2112","1",3,1111,3,1,50
"2113","1",2,1197,2,1,47.88
"2114","1",4,2519,5,2,185
"2115","1",3,1340,2,1,100
"2116","2",4,1450,3,3,132
"2117","1",3,1837,3,3,145
"2118","2",4,1200,4,1.58437573755015,245
"2119","1",2,1238,2,3,55
"2120","1",3,1405,2,2,59.01
"2121","1",4,1690,3,2,80
"2122","3",3,1620,2,1,110
"2123","1",3,1673,3,2,115
"2124","2",2,1090,2,0,58
"2125","1",2,1112,2,2,40
"2126","1",3,1385,2,2,66.65
"2127","1",2,545,1,1,27
"2128","1",2,985,2,1,58
"2129","1",1,1554.94202937352,1,0,36.29
"2130","1",2,1080,2,1,37.8
"2131","1",2,1430,2,1,97.52
"2132","1",2,1050,2,2,43
"2133","2",4,2000,4,1,139
"2134","3",4,4800,4,3,190
"2135","3",3,1533,3,2,115
"2136","2",4,2800,3,2,500
"2137","1",3,2610,3,1.58437573755015,399
"2138","1",3,1750,3,2,150
"2139","2",3,1200,2,0,66
"2140","1",2,1352,2,2,87.5
"2141","1",3,1754,3,2,125
"2142","3",3,1560,3,2,85
"2143","1",4,3012,6,2,268
"2144","1",4,3584,4,1.58437573755015,199
"2145","1",3,1470,2,1,90
"2146","3",2,1035,2,1,45
"2147","2",4,2400,5,1.58437573755015,329
"2148","3",2,1160,2,1,52
"2149","1",2,1100,2,2,52
"2150","1",2,1170,2,1.58437573755015,38
"2151","1",1,595,1,1,31.83
"2152","1",3,1650,3,2,110
"2153","1",3,1875,2,3,235
"2154","1",4,800,4,1,80
"2155","1",3,1375,2,3,48.06
"2156","1",2,1235,2,1,46.8
"2157","1",1,750,1,2,25
"2158","3",3,1400,3,1,115
"2159","1",3,1270,2,2,50.79
"2160","1",2,1105,2,1,51
"2161","1",3,1375,2,3,85
"2162","2",4,2168,4,2,95
"2163","3",8,1200,8,3,90
"2164","1",2,1065,2,1,40.84
"2165","2",3,3800,3,0,580
"2166","2",9,3125,9,1.58437573755015,350
"2167","1",1,825,1,1,45
"2168","3",2,1095,2,0,40
"2169","2",3,720,3,3,65
"2170","1",3,1440,2,2,60.33
"2171","1",2,870,2,1,39.5
"2172","1",2,1195,2,1,84
"2173","1",2,1200,2,1,49.5
"2174","1",3,1530,3,3,61.2
"2175","1",3,1708,2,1,90.5
"2176","1",2,975,2,1,43
"2177","3",2,750,2,1,25
"2178","2",8,1200,8,2,190
"2179","1",3,1920,3,2,130
"2180","2",6,1200,5,2,240
"2181","1",2,1183,2,1,58.56
"2182","2",4,1140,4,1,90
"2183","1",3,1550,2,2,65
"2184","1",2,1110,2,3,53
"2185","2",8,1500,10,3,165
"2186","1",2,1105,2,1,38.67
"2187","2",3,1800,3,2,68
"2188","1",5,2800,4,2,200
"2189","1",2,1000,2,2,29.9
"2190","3",2,1190,2,2,68
"2191","2",4,1350,4,1,200
"2192","1",4,3067,4,2,230
"2193","1",3,1929,4,1,103
"2194","3",3,1525,3,1,100
"2195","1",3,1775,3,3,110
"2196","3",2,1125,2,1,63
"2197","1",2,900,2,2,42
"2198","1",2,1155,2,1,58
"2199","3",4,1200,4,0,75
"2200","1",2,1268,2,1,73
"2201","3",3,1500,3,2,88
"2202","1",1,630,1,1,47
"2203","1",3,1525,3,2,65
"2204","1",2,1060,2,2,48
"2205","1",3,1687,3,3,127
"2206","1",3,1847,3,2,123
"2207","1",3,1410,2,3,53
"2208","1",2,1075,2,1,42.99
"2209","1",4,3526,4,1.58437573755015,492
"2210","3",3,3000,3,0,338
"2211","3",3,1500,2,1,143
"2212","3",2,1010,2,2,46
"2213","1",3,1875,3,3,110
"2214","2",5,1200,6,1.58437573755015,137
"2215","1",2,983,2,1,50.6
"2216","1",2,1101,2,2,65
"2217","1",2,1140,2,1,76
"2218","1",2,1215,2,2,110
"2219","1",2,1007,2,3,42
"2220","1",3,2039,3,2,168
"2221","3",3,1020,3,2,110
"2222","1",2,1198,2,1,84
"2223","3",4,4000,4,1,520
"2224","2",4,1470,4,2,34.5
"2225","3",2,1370,2,2,75
"2226","1",2,1316,2,3,55.5
"2227","1",3,1350,3,1,55.5
"2228","1",2,1050,2,1,43
"2229","4",3,1554.94202937352,3,0,47.405
"2230","1",2,921,2,1,34
"2231","1",2,1010,2,1,49.27
"2232","1",2,1015,2,1,43
"2233","2",3,1200,2,0,66.5
"2234","3",2,1179,2,1,75
"2235","3",4,1850,4,2,86
"2236","1",2,870,2,1,24
"2237","1",3,1605,3,2,85
"2238","2",4,2800,4,2,89
"2239","1",3,2475,4,3,320
"2240","2",2,3000,2,0,510
"2241","2",6,2400,7,2,110
"2242","1",2,1000,1,1,55
"2243","2",2,1200,2,0,80
"2244","2",2,1200,2,2,125
"2245","2",2,1200,2,1,66
"2246","3",2,1200,2,2,50
"2247","1",2,1255,2,1,57.5
"2248","1",2,1085,2,2,30.38
"2249","1",3,1592,3,1.58437573755015,125
"2250","1",2,1313,2,1,58.27
"2251","1",3,1934,3,2,150
"2252","1",2,1200,2,1,49.5
"2253","1",6,3600,6,2,120
"2254","1",2,935,2,1,45
"2255","3",2,877,2,2,30
"2256","1",2,936,2,2,42
"2257","1",3,1470,2,2,110
"2258","3",1,1050,1,1,70
"2259","1",2,1232,2,0,69.61
"2260","1",3,2225,4,2,169
"2261","2",3,1200,2,0,80
"2262","1",3,1901,3,2,119
"2263","1",3,1819,3,2,100
"2264","1",3,1464,3,2,56
"2265","2",2.8055074862689,2400,2.69260964746735,1.58437573755015,460
"2266","1",4,1554.94202937352,6,0,200.5
"2267","3",4,5000,4,3,290
"2268","1",4,1200,4,3,169
"2269","1",2,1256,2,1,60
"2270","1",2,1100,2,2,44
"2271","2",4,4800,3,3,302
"2272","1",3,1435,3,3,70
"2273","1",4,3245,4,1.58437573755015,250
"2274","1",3,1845,4,1,110
"2275","2",3,2400,4,1,130
"2276","1",2,1140,2,2,46
"2277","1",2,1200,2,0,60
"2278","1",3,2254,3,2,170
"2279","1",3,1750,3,2,150
"2280","3",2,1020,2,1,37
"2281","3",1,515,1,1,25
"2282","1",3,1893,3,2,140
"2283","1",3,3025,3,0,500
"2284","3",2,830,2,0,34
"2285","3",2,600,2,1,36.5
"2286","1",3,1075,2,1,90
"2287","2",4,3200,4,2,1200
"2288","1",2,1200,2,1,78
"2289","1",2,1233,2,2,77.65
"2290","1",2,1255,2,2,65.26
"2291","1",2,1200,2,2,37.8
"2292","1",3,2145,3,2,175
"2293","3",5,1500,5,1.58437573755015,85
"2294","3",2,740,2,1,34
"2295","1",3,1250,3,3,48
"2296","1",2,1210,2,2,40
"2297","1",3,1525,2,2,60
"2298","3",1,540,1,0,36
"2299","1",3,1240,2,1,84
"2300","1",3,1245,2,1,68
"2301","2",3,1865,3,3,350
"2302","1",2,1554.94202937352,2,0,36.43
"2303","1",3,1075,2,1,35.99
"2304","3",2,2200,2,1,55
"2305","1",2,1155,2,1,60
"2306","1",2,1520,2,3,62
"2307","1",4,3122,6,2,245
"2308","1",2,1290,2,1,85
"2309","3",3,2300,3,1.58437573755015,80
"2310","3",4,3000,4,0,200
"2311","1",4,1554.94202937352,4,1.58437573755015,270
"2312","3",1,400,1,0,14
"2313","1",3,1340,2,3,53.6
"2314","1",2,900,2,1,95
"2315","2",6,1800,4,1.58437573755015,324
"2316","1",2,987,2,1,49
"2317","1",3,1720,3,2,100
"2318","1",2,1040,2,1,50
"2319","3",2,900,2,0,64
"2320","3",2,1030,2,1,50
"2321","1",3,2556,3,2,133
"2322","1",3,1850,3,1,168
"2323","2",4,750,4,3,110
"2324","1",2,1028,2,1,31.86
"2325","1",2,1270,2,1,83
"2326","3",3,1655,3,1,115
"2327","3",2,940,2,1,40
"2328","1",2,1050,2,2,85
"2329","2",4,600,4,1,40
"2330","1",2,946,2,1,38
"2331","3",3,1726,3,3,145
"2332","1",3,2121,4,3,253
"2333","1",2,1404,2,1,75
"2334","1",3,1525,2,2,48
"2335","1",2,1025,2,2,57
"2336","2",5,1575,4,0,150
"2337","3",2,860,1,1,43
"2338","1",3,1223,2,1,42.81
"2339","1",4,3750,3,1.58437573755015,550
"2340","1",2,1197,2,1,47.8
"2341","1",2,1150,2,1,52.75
"2342","3",4,4800,5,3,629
"2343","1",2,1040,2,2,46
"2344","1",2,1310,2,2,80
"2345","1",3,1788,3,2,98.34
"2346","1",2,1144,2,2,38.55
"2347","1",2,1070,2,2,39
"2348","1",2,1200,2,2,70
"2349","1",3,1862,3,2,120
"2350","2",2,1200,2,1,58.5
"2351","1",2,970,2,2,27
"2352","1",3,1646,3,2,79.5
"2353","1",4,4395,4,2,242
"2354","2",5,1200,4,1,100
"2355","1",3,1995,3,2,135
"2356","2",4,2400,4,2,450
"2357","1",2,1085,2,1,47.74
"2358","1",2,1139,2,2,56.8
"2359","1",2,1092,2,2,44
"2360","1",3,1767,3,2,98
"2361","3",3,1700,3,1.58437573755015,80
"2362","1",3,1692,3,2,88
"2363","3",3,1645,3,3,100
"2364","1",3,1345,2,1,57
"2365","1",2,1100,2,1,60
"2366","1",3,1408,3,3,62
"2367","2",4,2400,4,1,240
"2368","2",4,1920,4,2,200
"2369","2",5,6040,4,1.58437573755015,170
"2370","1",3,2072,4,2,150
"2371","1",2,1420,2,1,158
"2372","2",3,2040,3,2,137
"2373","1",3,1220,3,2,56
"2374","2",4,1200,4,2,145
"2375","1",2,1300,2,1,79
"2376","1",2,1150,2,2,39
"2377","1",2,1470,2,2,86
"2378","1",2,1063,2,1,31.9
"2379","1",2,1311,2,2,48
"2380","1",4,3500,4,3,350
"2381","2",4,600,2,1,100
"2382","1",3,1400,2,2,55
"2383","3",2,2200,2,0,62
"2384","1",3,1430,2,2,56
"2385","3",2,1060,2,2,55
"2386","3",3,1000,2,0,110
"2387","1",3,1760,3,2,145
"2388","1",3,2010,3,3,92
"2389","1",3,1480,2,2,64.23
"2390","1",3,1230,2,2,43.5
"2391","1",3,1300,3,3,65
"2392","2",4,800,4,0,120
"2393","1",4,4850,6,2,385
"2394","1",2,1100,2,1,52
"2395","1",3,1752.12,3,2,116
"2396","1",2,957,2,1,46.9
"2397","1",1,1554.94202937352,1,0,41.9
"2398","3",3,1942,3,2,102
"2399","3",2,1000,2,2,53
"2400","1",1,668,1,1,36.85
"2401","2",5,3000,6,3,1000
"2402","2",3,600,2,1,80
"2403","1",2,1089,2,1,43.55
"2404","1",3,1800,3,3,90
"2405","1",1,960,2,1,18
"2406","1",2,1036,2,3,39.35
"2407","1",3,1583,3,3,105
"2408","3",4,3300,4,0,150
"2409","1",2,1100,2,2,65
"2410","2",1,800,1,1,100
"2411","1",2,1246,2,1,65
"2412","1",2,850,2,3,28
"2413","1",2,1196,2,2,51.51
"2414","1",3,1697,3,2,114
"2415","3",2,1000,2,0,64
"2416","1",3,1567,3,3,90
"2417","2",2,1200,1,1,36
"2418","2",4,3750,6,3,290
"2419","1",2,950,2,2,45
"2420","1",2,1022,2,2,52
"2421","1",2,1018,2,0,23.45
"2422","2",4,2000,3,2,25
"2423","1",2,1322,2,2,68
"2424","2",4,1800,4,2,145
"2425","1",3,1460,2,2,58.39
"2426","1",2,990,2,1,44.55
"2427","3",3,2400,3,1,260
"2428","1",3,1635,2,2,85
"2429","1",4,3526,4,1,558
"2430","3",4,3400,3,1,210
"2431","3",3,2770,3,1,460
"2432","1",4,1554.94202937352,5,0,200
"2433","1",3,1533,3,2,85
"2434","1",3,1720,3,1,134
"2435","1",3,2000,3,1,200
"2436","1",2,1185,2,2,75.84
"2437","1",2,900,2,1,27
"2438","3",1,395,1,1,10.25
"2439","1",2,1031,2,1,56.35
"2440","2",6,2400,8,2,650
"2441","1",4,2650,4,2,240
"2442","2",5,2400,5,1,415
"2443","1",3,1330,2,2,46.55
"2444","1",2,1259,2,2,57
"2445","3",3,1570,3,2,88
"2446","3",3,1075,2,1,36
"2447","1",2,1216,2,1,79
"2448","1",3,1428,2,2,66
"2449","1",2,1160,2,2,40.59
"2450","2",3,600,2,1,110
"2451","1",3,1475,3,2,70
"2452","1",3,1754,3,2,135
"2453","1",3,1639,3,1,83
"2454","1",3,1804,3,2,102
"2455","2",3,1200,3,2,56.2
"2456","3",2,1135,2,3,55
"2457","1",2,1260,2,2,46.62
"2458","2",5,1440,5,1,110
"2459","3",3,2160,3,2,160
"2460","2",7,700,6,1.58437573755015,85
"2461","1",2,1220,2,2,59.5
"2462","2",2,1200,2,0,67
"2463","1",2,1300,2,3,65
"2464","1",1,605,1,1,29
"2465","2",6,1230,4,1,210
"2466","1",2,1444,2,1,75.97
"2467","3",2,924,2,1,45
"2468","1",2,1000,2,1,30
"2469","2",4,600,4,0,95
"2470","2",3,1200,3,3,225
"2471","1",2,845,2,1,29
"2472","1",2,700,2,1,35
"2473","1",2,1187,2,2,58
"2474","1",3,1625,3,2,55
"2475","2",2,1200,2,2,83
"2476","1",2,1452.55,2,3,110
"2477","3",3,2357,3,2,151
"2478","1",2,1200,2,1,49.5
"2479","1",2,1139,2,2,56.85
"2480","3",1,600,1,0,97.5
"2481","1",3,1660,3,3,75
"2482","1",2,1170,2,3,105
"2483","1",2,1448,2,2,68
"2484","1",3,1762,3,3,110
"2485","1",2,1105,2,1,38.65
"2486","1",3,1825,3,1,105
"2487","1",2.8055074862689,296,1,0,22.89
"2488","2",5,1200,4,1,85
"2489","1",2,1185,2,2,43
"2490","3",3,1320,2,1,38.12
"2491","1",2,1058,2,1,48
"2492","1",2,1220,2,2,60
"2493","1",2,925,2,1,25
"2494","1",2,1200,2,1,72
"2495","1",3,1160,2,2,40.6
"2496","2",3,600,4,3,72
"2497","1",3,1411,3,2,91.72
"2498","1",3,1550,3,2,78
"2499","1",4,3250,4,3,230
"2500","1",3,2475,4,1.58437573755015,130
"2501","1",4,1554.94202937352,2.69260964746735,1.58437573755015,260.5
"2502","1",4,2503,4,0,188
"2503","1",4,2524,5,2,190
"2504","1",2,1063,2,2,42
"2505","1",2,1077,2,1,37.7
"2506","1",2,1200,3,2,44
"2507","3",4,1500,3,2,70
"2508","1",2,1045,2,2,76.77
"2509","1",3,1290,2,3,45.15
"2510","1",2,1400,2,1,78
"2511","3",3,1600,3,2,58.14
"2512","1",3,3095,3,3,375
"2513","1",3,1545,2,1,58
"2514","1",3,1680,3,1,112
"2515","3",2,1350,2,1,67.5
"2516","1",2,950,2,1,38
"2517","1",2,1050,2,2,45
"2518","1",3,1305,2,2,49
"2519","2",4,800,4,2,120
"2520","3",5,2700,7,2,125
"2521","2",3,1100,3,1,78
"2522","3",6,3500,5,0,160
"2523","1",3,1634,3,1,83.33
"2524","1",2,1352,2,2,85
"2525","1",2,1145,2,2,65
"2526","1",2,1240,2,1.58437573755015,43.79
"2527","1",3,2200,3,2,190
"2528","1",2,1020,2,1,39
"2529","1",4,3600,4,1.58437573755015,365
"2530","1",2,1168,2,1,61
"2531","1",2,1205,2,1,75
"2532","1",2,1195,2,2,100
"2533","3",2,1028,2,1,49
"2534","1",2,1175,2,2,48.27
"2535","1",3,1550,2,2,90
"2536","1",3,1826,3,2,165
"2537","2",5,2400,5,2,160
"2538","1",3,1603,3,2,96
"2539","3",3,1350,3,1,72
"2540","3",1,714,1,1,28
"2541","1",2,1215,2,3,65
"2542","3",3,1405,2,2,77
"2543","1",2,1142,2,1,51
"2544","3",4,4000,4,3,170
"2545","1",3,1870,3,2,90
"2546","1",2,1313,2,2,73
"2547","3",3,1945,3,3,120
"2548","1",3,1573,3,2,95
"2549","1",2,1255,2,1,92
"2550","1",4,1400,3,2,91.15
"2551","1",2,1235,2,2,43.63
"2552","1",3,1380,2,1,52
"2553","2",7,1500,9,2,250
"2554","1",2,1238,2,1,67
"2555","1",3,1465,2,3,74.72
"2556","1",2,1418,2,2,103
"2557","1",3,1650,3,1,165
"2558","3",2.8055074862689,351,1,1,16
"2559","1",2,1279,2,2,48
"2560","3",3,1870,3,1,200
"2561","2",4,1500,5,1,230
"2562","1",3,2526,2,2,250
"2563","2",3,1550,2,1,150
"2564","1",4,1554.94202937352,2.69260964746735,1.58437573755015,424.5
"2565","1",3,1845,2,1,68.27
"2566","1",3,1360,2,1,59.27
"2567","3",3,1150,2,1,75
"2568","1",2,1260,2,2,49.5
"2569","2",3,1200,3,1,74
"2570","3",2,965,2,1,42.5
"2571","3",3,1350,2,3,48
"2572","1",2,1447,2,1,75.97
"2573","1",3,1229,3,1,86.03
"2574","1",2,1027,2,2,43
"2575","1",2,1153,2,1,48.5
"2576","1",4,1554.94202937352,5,0,145.5
"2577","1",2,1065,2,2,50
"2578","3",2,1030,2,3,61
"2579","1",2,1340,2,2,61
"2580","1",4,4000,5,1.58437573755015,212
"2581","3",1,600,1,0,32
"2582","1",3,1410,2,3,44.42
"2583","1",2,1055,2,2,45.35
"2584","1",2,1304,2,1,79
"2585","1",4,2720,4,1,485
"2586","3",2,990,2,1,31.5
"2587","1",2,1035,2,1,39.33
"2588","1",1,1554.94202937352,1,0,30.09
"2589","1",2,1120,2,2,43
"2590","1",2,1300,2,2,73
"2591","1",2,1239,2,1,82
"2592","1",3,1403,3,3,51.63
"2593","1",2,1365,2,1,92
"2594","1",2,1165,2,1,135
"2595","1",3,1130,2,3,45.19
"2596","1",3,1776.42,3,2,105
"2597","2",4,900,4,3,175
"2598","1",2,1194,2,2,47
"2599","1",2,1107,2,2,33
"2600","1",3,2319,3,2,180
"2601","1",3,1520,3,3,80
"2602","1",3,1536,3,1,89
"2603","3",4,3000,4,2,240
"2604","1",2,1050,2,1,38
"2605","1",3,1850,3,2,146
"2606","1",2,1112,2,2,62
"2607","1",3,1535,3,2,72.5
"2608","3",2,1050,2,1,35
"2609","2",4,2400,3,2,370
"2610","1",3,1250,3,2,65
"2611","1",2,1187,2,3,52
"2612","3",2,1164,2,1,56
"2613","1",3,1395,2,1,62.78
"2614","1",3,2072,3,2,108
"2615","1",3,1450,3,3,60.91
"2616","1",3,1550,3,2,82
"2617","1",2,1315,2,2,90
"2618","1",4,3067,4,3,230
"2619","1",2,1210,2,2,72
"2620","1",3,1075,2,1,47
"2621","1",6,11338,9,1,1000
"2622","1",3,1215,3,1,42.2
"2623","3",3,1470,2,2,75
"2624","2",4,30000,4,1.58437573755015,2100
"2625","3",3,1590,2,2,125
"2626","1",2,1050,2,1,36.75
"2627","1",2,1306,2,1,55.91
"2628","3",3,2000,3,2,250
"2629","3",3,1445,3,2,64
"2630","1",3,1220,3,2,58
"2631","2",4,3190,3,1,160
"2632","1",2,1215,2,1,51.26
"2633","3",3,1920,2,1,88
"2634","1",2,1390,2,2,60
"2635","2",3,800,2,1,75
"2636","2",3,600,3,2,100
"2637","1",2,1196,2,0,71.74
"2638","1",3,1550,2,2,75
"2639","1",2,1418,2,2,101
"2640","1",3,1655,3,2,115
"2641","3",2,1115,2,2,33.45
"2642","1",2,1170,2,2,68
"2643","1",2,1035,2,2,38.3
"2644","1",3,1306,2,2,58
"2645","1",2,750,2,2,22
"2646","1",3,1917,3,3,122
"2647","1",3,1615,3,3,58
"2648","1",2,1071,2,2,52.25
"2649","1",2,1325,2,2,119
"2650","2",7,3000,4,2,900
"2651","1",3,1400,2,1,88
"2652","1",2,1246,2,1,82
"2653","3",2,1215,2,0,40
"2654","1",2,1200,2,2,49.5
"2655","2",4,450,3,1,53
"2656","1",2,1200,2,2,60
"2657","3",2,945,2,2,50
"2658","1",4,4460,5,1.58437573755015,650
"2659","1",2,1175,2,1,52
"2660","1",2,920,2,1,63
"2661","1",4,3024,5,1,350
"2662","2",2,1600,2,2,110
"2663","2",4,750,2,0,110
"2664","2",4,2400,4,1.58437573755015,700
"2665","3",2,955,1,2,34.01
"2666","1",3,1750,3,3,100
"2667","1",3,1425,2,2,64
"2668","1",3,2150,3,2,265
"2669","1",2,1165,2,1,40.5
"2670","1",2,1050,2,2,48
"2671","1",3,1370,2,2,75
"2672","1",3,1374,2,1,72
"2673","1",3,1754,3,2,124
"2674","1",3,1847,3,2,110
"2675","1",3,1850,4,3,139
"2676","2",3,3297,3,1,135
"2677","1",2,1187,2,2,45
"2678","3",3,1400,2,1,40.44
"2679","2",3,600,2,0,30
"2680","1",2,1350,2,3,180
"2681","2",3,3000,2,2,120
"2682","1",1,693,1,1,34.3
"2683","1",3,1980,3,2,224
"2684","1",2,1021,2,1,48
"2685","1",2,1165,2,2,95
"2686","1",3,1756,3,2,92
"2687","1",3,1739,3,1,105
"2688","1",2,1280,2,1.58437573755015,65
"2689","1",2,1215,2,2,58.86
"2690","1",2,950,2,1,46.5
"2691","3",3,1082,2,1,49
"2692","1",2,1050,2,1,42
"2693","1",2,1080,2,0,53.35
"2694","1",2,1100,2,2,55
"2695","2",4,3200,4,1,205
"2696","1",2,1311,2,1,78
"2697","1",3,1608,3,1,67.98
"2698","1",2,1160,2,2,36
"2699","1",2,1170,2,1,71
"2700","1",2,1155,2,2,40.6
"2701","1",3,1255,2,1,77.68
"2702","1",2,1065,2,2,44.95
"2703","1",1,674,1,1,21
"2704","1",3,1936,4,2,126
"2705","1",3,2289,3,2,260
"2706","1",2,1100,2,1,38.45
"2707","1",3,2257,4,2,157
"2708","1",2,1055,2,2,55
"2709","1",3,1530,3,3,51.87
"2710","1",3,1700,3,1,97
"2711","1",3,1575,2,2,78
"2712","3",3,3500,4,2,330
"2713","1",2,1263,2,1,93.32
"2714","1",3,1554.94202937352,3,0,69.315
"2715","1",2,1043,2,2,65
"2716","1",2,1255,2,2,53.5
"2717","1",2,1554.94202937352,2,0,93.865
"2718","1",1,590,1,0,13.57
"2719","2",3,1550,3,1,120
"2720","1",3,1220,3,3,56
"2721","1",3,1900,3,3,160
"2722","1",3,1360,3,3,55
"2723","3",2,1100,2,1,75
"2724","1",3,1455,3,2,73.31
"2725","3",2,1035,2,1,40.5
"2726","1",2,1152,2,2,69
"2727","1",2,1299,2,2,82
"2728","1",3,1157,2,1,75
"2729","1",2,1050,2,2,52.5
"2730","1",2,1050,2,2,40
"2731","1",2,1246,2,1,67.4
"2732","3",3,1929,3,2,115
"2733","1",2,1285,2,1,60
"2734","2",3,1200,2,0,65
"2735","3",4,3161,4,3,214
"2736","3",3,1850,3,1.58437573755015,170
"2737","3",3,1025,2,0,37
"2738","3",2,1124,3,2,80
"2739","1",2,1012,2,1,54.59
"2740","1",7,4500,5,3,250
"2741","1",2,871,2,2,55
"2742","3",2,1020,2,2,40
"2743","1",3,1550,3,3,73.5
"2744","2",3,3515,3,1,420
"2745","1",3,1410,2,2,80
"2746","2",4,3500,5,3,150
"2747","1",2,1118,2,1,75
"2748","1",2,1098,2,1,68
"2749","1",2,1130,2,1,45.2
"2750","1",2,1145,2,2,75
"2751","2",3,950,3,1,80
"2752","1",2,1051,2,1,33
"2753","2",7,600,7,1.58437573755015,108
"2754","1",2,1102,2,2,53.67
"2755","1",2,1478,2,2,125
"2756","1",1,645,1,1,16.45
"2757","4",2,823,2,1,50.63
"2758","1",2,880,2,1,35
"2759","3",4,600,5,2,75
"2760","1",3,1991,4,2,100
"2761","3",3,1100,3,1,50
"2762","1",3,1745,3,2,115
"2763","3",2,1226,3,1,135
"2764","2",3,680,4,1,68
"2765","1",2,1100,2,1,70
"2766","2",4,1200,4,3,195
"2767","1",2,1450,2,1,58
"2768","1",4,3366,4,1.58437573755015,120
"2769","3",2,1150,2,1,54
"2770","1",3,1843,3,2,95.84
"2771","2",4,2200,4,2,195
"2772","3",2,1090,3,2,44
"2773","1",2,1132,2,2,42
"2774","1",2,1375,2,2,80
"2775","2",4,1500,5,3,220
"2776","1",1,760,1,2,50.3
"2777","1",2,1180,2,2,65
"2778","1",2,918,2,2,45
"2779","2",5,600,5,1.58437573755015,50
"2780","3",2,1200,1,0,53
"2781","1",2,1372,2,1,61
"2782","2",7,2400,7,3,355
"2783","1",3,1728,3,2,95
"2784","1",3,2215,3,1,275
"2785","1",2,1200,2,2,80
"2786","1",2,1280,2,1.58437573755015,56
"2787","2",4,800,4,1.58437573755015,110
"2788","1",3,1455,2,2,56
"2789","1",2.8055074862689,440,1,0,28
"2790","2",3,1500,3,2,97
"2791","1",3,1800,3,1.58437573755015,110
"2792","1",3,1525,3,2,96
"2793","1",2,1204,2,3,38.5
"2794","1",2,1225,2,1,53.55
"2795","3",6,800,6,3,98
"2796","1",3,1650,3,1.58437573755015,122
"2797","3",3,880,2,1,18
"2798","3",4,4200,4,2,255
"2799","2",2,1200,2,0,55
"2800","2",4,1152,4,1,230
"2801","1",2,1005,2,1,42
"2802","1",3,1562,3,2,103
"2803","3",4,5000,5,2,395
"2804","2",6,810,5,2,95
"2805","1",2,1200,2,3,42
"2806","1",3,1555,3,2,82.5
"2807","2",2,1550,2,1,71
"2808","1",2,1190,2,2,67
"2809","3",2,1070,2,2,50
"2810","2",2.8055074862689,1554.94202937352,2.69260964746735,1.58437573755015,28.785
"2811","1",2,1020,2,1,42.48
"2812","1",3,1610,3,1,115
"2813","1",1,700,1,1,41
"2814","1",3,1300,2,1,49
"2815","1",2,1420,2,1,123
"2816","2",9,1200,9,2,100
"2817","4",3,1069,3,2,65.4
"2818","1",3,1900,3,3,123
"2819","1",2,1655,2,1,97.65
"2820","1",2,1155,2,2,40.42
"2821","3",3,1300,2,2,70
"2822","1",2,1100,2,2,45
"2823","1",2,1030,2,2,42
"2824","1",2,2105,2,1,70.2
"2825","3",3,1700,3,2,126
"2826","1",3,1760,3,2,139
"2827","3",9,6200,9,0,200
"2828","3",2,1400,2,1,67
"2829","1",2,1200,2,0,53
"2830","3",2,912,2,1,55
"2831","1",2,1102,2,1,48
"2832","1",3,1535,3,1,55
"2833","1",2,1243,2,2,46
"2834","1",2,918,2,2,63.2
"2835","1",3,1500,2,3,70
"2836","2",3,3000,3,0,250
"2837","1",3,1476,3,0,89
"2838","1",2,1200,2,3,65
"2839","1",1,606,1,0,34.78
"2840","1",2,1100,2,3,61
"2841","1",3,1295,2,1,59.5
"2842","3",1,527,1,0,26
"2843","1",2,1300,2,2,80
"2844","2",3,680,4,1,68
"2845","2",1,1260,1,0,41
"2846","3",2,1140,2,1,75.2
"2847","2",1,1500,1,0,37.5
"2848","1",3,2321,4,1,128
"2849","1",2,1390,2,2,62
"2850","1",3,1725,3,3,90
"2851","1",4,3067,4,1,310
"2852","1",3,1186,2,1,63
"2853","1",2,1230,2,1,85
"2854","3",1,600,1,1,17
"2855","1",3,1313,3,1,96
"2856","2",2,900,2,0,55
"2857","1",2,1250,2,2,66.25
"2858","2",9,1200,6,3,280
"2859","1",1,660,1,1,54
"2860","1",2,1036,2,2,105
"2861","3",4,2700,4,3,450
"2862","1",2,1100,2,1,70
"2863","2",2.8055074862689,1554.94202937352,2.69260964746735,1.58437573755015,46.8
"2864","2",4,1500,2,1,450
"2865","2",4,525,5,2,56
"2866","3",2,1015,2,1,56
"2867","2",1,812,1,0,26
"2868","3",3,1360,2,2,65
"2869","1",3,2167,3,3,170
"2870","1",2,1200,2,1,35
"2871","1",2,1165,2,2,75
